POSTCODE,POST4,BUURTCODE,BUURTNAAM,WIJKCODE,WIJKNAAM,STADSDEELCODE,STADSDEELNAAM
5628KT,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KV,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KW,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KX,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KZ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628LA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628LB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628LC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628LD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628NS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PD,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PT,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PV,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PW,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PX,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628PZ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RD,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RT,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RV,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RW,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RX,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628RZ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628SB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628SC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628SE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TD,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TT,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TV,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TW,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TX,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628TZ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VD,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VT,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628VV,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WT,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WV,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WX,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628WZ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XD,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628XJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZA,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZB,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZC,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZD,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZE,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZG,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZH,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZJ,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZK,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZL,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZN,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZP,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZR,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZS,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZT,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZV,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ZW,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629BA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629BB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629BJ,5629,,,,,,
5629BJ,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629BJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629CC,5629,535,Castiliëlaan,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629CG,5629,535,Castiliëlaan,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629CH,5629,535,Castiliëlaan,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GA,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GB,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GC,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GD,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GE,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GG,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GH,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GJ,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GK,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GL,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GM,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GN,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GP,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GR,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GS,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GT,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GV,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GW,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GX,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629GZ,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HA,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HB,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HC,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HD,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HE,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HG,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HH,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HJ,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HM,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HN,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HP,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HR,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629HS,5629,533,Blixembosch-West,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629JA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629JB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629JX,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629JZ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KC,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KD,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KE,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KG,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KK,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KL,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KM,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KN,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KP,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KR,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KS,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KT,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KV,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KW,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629KX,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629LA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629LB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629LC,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629LD,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629LH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MC,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MD,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629ME,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MG,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MK,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629ML,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MN,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MP,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MR,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MS,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MT,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629MV,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NC,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629ND,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NE,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NG,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NK,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NL,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NM,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NN,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NP,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NR,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NS,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NT,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NV,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NW,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NX,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629NZ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PC,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PD,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PE,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PG,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PK,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PL,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PM,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PN,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PP,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PR,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PS,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PT,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PV,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PW,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PX,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629PZ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RB,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RC,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RD,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RE,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RG,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RK,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RL,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RM,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RN,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629RP,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TA,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TD,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TE,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TG,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TH,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TJ,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TK,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5629TL,5629,534,Blixembosch-Oost,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
